h,t,n,h_p,i,w,C,W,V,M_y,M_Rd,M_y/M_Rd,V_z,V_Rd,V_z/V_Rd,P_z,N_Rd,P_z/N_Rd,u_z,u_z/u_zul,u_z,u_z/u_zul,f_gs0,f_gs1,f_gs2,fh_0,fh_1,fh_2,BC0,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,BC9,BC10
0.53,0.24,5.0,1.23,0.0,2.7,103775.5,229.87,91.95,-9145.22,1653.59,5.531,-1244.78,651.91,1.909,219.14,34021.6,0.006,353.5,6.58,1133.06,24.606,0.7,1.239,2.113,0.973,3.244,3.501,0,0,0,0,1,0,0,0,1,0,0
1.48,0.24,6.0,1.02,0.0,5.63,147916.03,331.58,132.63,-13067.2,4871.46,2.682,2666.9,957.29,2.786,199.8,24571.6,0.008,50.8,0.885,163.24,3.317,1.928,2.674,3.713,2.534,4.327,8.669,0,0,0,0,1,1,0,0,1,0,0
1.96,0.18,3.0,0.54,1.0,4.84,129440.61,292.59,117.03,-5692.96,6497.34,0.876,-1144.15,1022.74,1.119,559.79,9595.6,0.058,10.3,0.176,26.23,0.523,1.504,2.437,4.103,3.046,4.693,5.096,0,0,0,0,0,0,0,0,1,0,0
0.49,0.15,2.0,1.18,0.0,0.02,86080.34,187.66,75.06,7212.9,1518.1,4.751,1049.81,626.49,1.676,748.93,31611.6,0.024,1128.4,17.915,3654.83,67.696,0.365,0.618,0.993,0.534,1.257,1.424,0,0,0,0,0,0,0,0,0,0,0
1.44,0.24,6.0,0.7,0.0,4.97,141419.77,319.26,127.7,-12108.39,4735.97,2.557,2484.53,950.39,2.614,187.81,13563.6,0.014,52.8,0.929,170.68,3.504,1.883,2.122,3.595,2.487,3.999,7.926,0,0,0,0,1,0,0,0,1,0,0
0.38,0.24,2.0,1.04,2.0,0.52,95272.24,210.3,84.12,-4307.16,1145.5,3.76,-709.56,544.99,1.302,465.46,25395.6,0.018,285.1,5.478,860.46,19.287,0.685,0.83,0.889,1.041,1.087,2.165,1,0,0,0,1,0,0,0,0,0,0
0.45,0.13,3.0,0.89,3.0,5.24,63457.9,140.59,56.23,-3387.18,1382.61,2.45,-814.0,598.99,1.359,371.24,19605.6,0.019,146.7,2.57,420.06,8.586,0.888,1.046,1.481,1.472,1.588,2.729,0,0,0,0,0,0,0,0,0,0,0
1.56,0.22,3.0,0.81,2.0,0.96,121911.65,273.58,109.43,-5993.49,5142.44,1.165,-1210.98,970.29,1.248,525.43,16885.6,0.031,15.9,0.312,50.02,1.147,1.793,3.397,4.653,4.056,4.493,8.481,1,0,0,0,1,0,0,0,0,0,0
2.18,0.11,7.0,0.55,2.0,0.48,76408.32,172.22,68.89,-4135.12,7242.53,0.571,-826.14,1044.98,0.791,147.5,9813.6,0.015,8.7,0.166,22.03,0.492,1.536,3.316,3.961,4.591,6.005,8.922,1,0,0,0,1,0,0,0,0,0,0
0.63,0.29,3.0,1.23,1.0,3.18,130491.45,289.48,115.79,-6411.31,1992.31,3.218,-1173.88,707.74,1.659,462.47,34021.6,0.014,101.6,1.818,251.93,5.259,0.881,1.29,1.739,1.705,2.635,3.721,0,0,0,0,0,0,0,0,1,0,0
2.24,0.12,4.0,1.02,0.0,5.76,98671.74,218.73,87.49,-8566.6,7445.76,1.151,1418.92,1050.43,1.351,234.65,24571.6,0.01,23.8,0.414,79.86,1.62,2.664,3.035,4.346,3.629,4.594,9.637,0,0,0,0,1,1,0,0,1,0,0
1.45,0.14,4.0,1.41,2.0,5.47,93813.93,203.97,81.59,-6323.64,4769.85,1.326,-1050.28,952.14,1.103,223.15,43525.6,0.005,34.8,0.64,82.49,1.77,1.132,2.567,3.09,2.774,5.25,8.595,0,0,0,0,1,0,0,0,0,0,0
2.29,0.24,4.0,1.08,0.0,3.64,175431.46,392.5,157.0,-12510.03,7615.13,1.643,2138.61,1054.79,2.028,327.8,27091.6,0.012,18.4,0.333,60.6,1.28,2.845,3.397,5.131,4.091,5.008,10.937,0,0,0,0,1,0,0,0,1,0,0
1.95,0.21,5.0,1.22,0.0,3.89,147323.02,327.59,131.04,-11527.85,6463.47,1.784,2165.07,1021.64,2.119,213.92,33531.6,0.006,24.1,0.434,78.08,1.639,2.613,3.053,4.184,3.629,4.914,12.236,0,0,0,0,1,0,0,0,1,0,0
0.73,0.29,2.0,0.65,1.0,2.4,124912.86,281.33,112.53,-7919.74,2331.04,3.398,1259.89,754.66,1.669,952.39,12213.6,0.078,88.5,1.634,280.5,6.041,0.959,1.26,1.592,1.482,2.052,2.372,0,0,0,0,1,0,0,0,1,0,0
0.56,0.25,7.0,0.69,1.0,2.6,104531.88,235.81,94.33,-5387.36,1755.21,3.069,-1017.95,669.74,1.52,135.68,13285.6,0.01,132.8,2.43,341.71,7.295,0.954,1.19,2.116,1.554,3.01,3.452,0,0,0,0,0,0,0,0,1,0,0
1.43,0.28,2.0,1.38,3.0,4.82,172939.8,380.97,152.39,12242.25,4702.1,2.604,1727.73,948.62,1.821,1369.49,41851.6,0.033,74.90000000000000,1.322,241.04,4.962,1.192,2.134,3.004,1.935,3.342,4.336,0,0,0,1,0,0,0,0,0,1,1
1.35,0.11,4.0,0.81,2.0,0.63,63782.72,141.87,56.75,-3802.77,4431.12,0.858,-719.89,933.79,0.771,207.65,16885.6,0.012,18.4,0.357,53.04,1.2,1.379,3.231,3.752,4.019,4.136,8.475,1,0,0,0,1,0,0,0,0,0,0
0.42,0.22,7.0,1.43,3.0,1.34,90447.55,198.27,79.31,-4806.18,1280.99,3.752,-828.57,576.83,1.436,156.49,44661.6,0.004,222.7,4.355,669.11,15.265,0.498,0.887,1.426,1.227,2.879,3.546,1,0,0,0,0,0,0,0,0,0,0
0.88,0.16,3.0,0.8,1.0,5.55,89863.06,201.17,80.47,-4309.16,2839.12,1.518,-843.41,812.51,1.038,351.34,16563.6,0.021,37.0,0.623,86.9,1.708,1.286,1.891,2.278,2.644,3.19,4.303,0,0,0,0,0,0,0,0,1,0,0
1.59,0.29,5.0,1.42,1.0,5.4,190080.67,422.75,169.1,-8290.28,5244.06,1.581,-1535.74,974.91,1.575,360.68,44091.6,0.008,12.8,0.216,30.36,0.598,1.649,3.609,3.864,4.805,5.017,8.209,0,0,0,0,0,0,0,0,1,0,0
0.38,0.12,7.0,1.35,3.0,6.2,62394.15,135.42,54.17,-3440.22,1145.5,3.003,-825.24,544.99,1.514,151.11,40213.6,0.004,205.2,3.546,521.93,10.523,0.648,0.856,1.097,1.236,2.782,3.764,0,0,0,0,0,0,0,0,0,0,0
1.5,0.24,2.0,0.71,1.0,6.44,154954.83,348.8,139.52,-10038.81,4939.21,2.032,1498.38,960.63,1.56,1419.64,13845.6,0.103,32.100000000000000,0.533,110.12,2.133,1.133,2.022,2.194,2.15,2.916,3.897,0,0,0,0,0,0,0,0,1,0,0
1.22,0.27,5.0,1.07,2.0,0.97,133016.28,297.33,118.93,-7227.85,3990.78,1.811,-1310.07,906.78,1.445,287.73,26661.6,0.011,25.2,0.495,75.96,1.742,1.268,2.744,3.649,3.505,4.089,8.302,1,0,0,0,1,0,0,0,0,0,0
2.02,0.19,2.0,1.04,3.0,5.29,141634.7,314.64,125.86,11530.58,6700.57,1.721,1463.08,1029.19,1.422,1229.4,25395.6,0.048,39.5,0.691,130.26,2.66,1.604,2.792,3.637,2.563,3.873,5.116,0,0,0,1,0,0,0,0,0,1,1
0.82,0.15,7.0,0.93,2.0,0.42,73859.97,164.48,65.79,-4635.78,2635.89,1.759,-806.64,790.92,1.02,121.01,21061.6,0.006,49.1,0.932,130.0,2.88,0.798,2.073,2.518,2.56,3.36,6.984,1,0,0,0,1,0,0,0,0,0,0
1.29,0.23,2.0,0.78,3.0,3.76,129274.23,290.0,116.0,9179.14,4227.89,2.171,1419.94,921.8,1.54,1092.73,15931.6,0.069,72.8,1.314,233.24,4.911,1.179,1.784,2.593,1.96,2.589,3.562,0,0,0,1,0,0,0,0,0,0,0
1.67,0.24,6.0,1.49,3.0,0.84,143762.99,316.8,126.72,-8031.13,5515.04,1.456,-1385.81,986.62,1.405,187.29,48165.6,0.004,13.4,0.263,35.98,0.824,1.316,3.431,3.801,4.791,4.948,9.346,1,0,0,0,1,0,0,0,0,0,0
1.96,0.28,4.0,0.89,2.0,6.35,180310.71,405.88,162.35,-10114.05,6497.34,1.557,-1912.69,1022.74,1.87,536.44,19605.6,0.027,30.200000000000000,0.551,64.39,1.37,1.738,2.942,3.347,3.035,5.376,7.604,0,0,0,0,1,0,0,0,0,0,0
1.07,0.1,3.0,0.84,1.0,4.24,61822.29,137.02,54.81,-3413.69,3482.7,0.98,-649.76,870.15,0.747,275.87,17875.6,0.015,26.4,0.457,62.21,1.258,1.346,2.159,2.742,3.16,3.69,5.483,0,0,0,0,0,0,0,0,1,0,0
0.44,0.23,7.0,0.55,3.0,3.16,92266.68,208.62,83.45,-3868.44,1348.74,2.868,-785.65,591.75,1.328,208.18,9813.6,0.021,200.7,3.682,553.17,11.839,0.883,1.147,1.976,1.271,3.201,3.606,0,0,1,1,0,0,0,0,0,0,0
0.47,0.19,4.0,1.29,0.0,0.94,81545.2,178.44,71.38,-5085.11,1450.35,3.506,-847.02,613.02,1.382,242.14,37045.6,0.007,186.2,3.661,572.18,13.124,0.597,0.988,2.014,1.345,2.478,4.001,1,0,0,0,1,0,0,0,0,0,0
0.35,0.22,2.0,0.78,0.0,6.68,95573.32,213.67,85.47,-7803.48,1043.89,7.475,-924.63,519.21,1.781,497.06,15931.6,0.031,1283.0,22.045,4133.83,82.867,0.365,0.785,1.152,0.506,1.463,1.706,0,0,0,0,1,0,0,0,1,0,0
0.64,0.14,3.0,0.83,3.0,5.52,71773.15,159.88,63.95,-3353.02,2026.19,1.655,-821.1,712.79,1.152,417.63,17541.6,0.024,76.0,1.326,205.12,4.174,1.242,1.478,1.959,2.03,2.323,3.558,0,0,0,0,0,0,0,0,0,0,0
0.98,0.3,3.0,0.56,3.0,4.39,144460.98,326.78,130.71,4960.9,3177.85,1.561,-1095.05,844.66,1.296,759.29,10035.6,0.076,55.0,0.979,147.55,3.063,1.18,1.708,2.688,2.256,2.488,3.534,0,0,0,1,0,0,0,0,0,0,0
1.37,0.19,3.0,0.72,2.0,0.29,107687.03,242.04,96.82,-5372.48,4498.87,1.194,-1064.08,937.61,1.135,508.62,14131.6,0.036,22.9,0.425,57.82,1.253,1.569,2.779,3.262,3.399,4.006,6.375,1,0,0,0,1,0,0,0,0,0,0
0.28,0.27,3.0,1.25,1.0,5.1,114109.42,252.43,100.97,-1929.36,806.78,2.391,-356.21,451.54,0.789,141.69,35013.6,0.004,651.5,11.069,1595.87,31.634,0.288,0.543,0.594,0.676,1.22,1.422,0,0,0,0,0,0,0,0,1,0,0
0.2,0.26,4.0,0.85,2.0,4.56,92646.92,207.76,83.1,-3549.47,535.8,6.625,-820.43,358.19,2.29,176.66,18213.6,0.01,1734.2,32.233,4990.58,108.218,0.282,0.486,0.738,0.443,1.271,1.605,0,0,0,0,1,0,0,0,0,0,0
0.56,0.27,6.0,0.97,2.0,3.34,109019.03,244.35,97.74,-7359.4,1755.21,4.193,-1221.32,669.74,1.824,240.25,22581.6,0.011,225.2,4.266,664.84,14.692,0.777,0.94,1.93,1.222,2.977,4.337,1,0,0,0,1,0,0,0,0,0,0
1.2,0.16,6.0,1.32,1.0,6.45,106079.62,233.73,93.49,-4899.93,3923.04,1.249,-923.13,902.27,1.023,200.89,38611.6,0.005,18.4,0.305,43.13,0.835,1.202,2.86,3.016,4.082,4.597,6.7,0,0,0,0,0,0,0,0,1,0,0
1.6,0.18,4.0,1.19,1.0,3.19,119320.13,264.36,105.74,-5737.45,5277.93,1.087,-1073.99,976.43,1.1,261.55,32085.6,0.008,12.7,0.227,30.44,0.635,1.665,3.578,3.973,4.793,5.169,10.27,0,0,0,0,0,0,0,0,1,0,0
1.35,0.27,6.0,0.57,0.0,5.2,151654.37,343.26,137.3,-12915.53,4431.12,2.915,2639.82,933.79,2.827,200.82,10261.6,0.02,64.60000000000000,1.133,209.11,4.277,1.694,1.766,3.412,2.252,3.621,6.629,0,0,0,0,1,0,0,0,1,0,0
1.39,0.22,7.0,0.71,2.0,6.24,124245.24,280.37,112.15,-7875.57,4566.61,1.725,-1421.33,941.36,1.51,360.06,13845.6,0.026,47.7,0.87,110.16,2.345,1.421,2.233,2.71,2.575,4.872,8.05,0,0,0,0,1,0,0,0,0,0,0
0.9,0.1,6.0,1.45,3.0,2.98,61635.15,131.76,52.7,-3091.62,2906.87,1.064,-676.66,819.3,0.826,160.87,45813.6,0.004,30.5,0.563,91.32,1.965,1.053,1.94,2.348,3.207,5.954,7.359,0,0,1,1,0,0,0,0,0,0,0
1.21,0.12,7.0,0.81,0.0,0.31,69960.36,156.35,62.54,-3103.83,3956.91,0.784,-677.0,904.54,0.748,188.37,16885.6,0.011,21.3,0.39,65.81,1.406,1.812,2.85,2.919,3.772,7.031,7.846,0,0,1,1,0,0,0,0,0,0,0
0.95,0.25,7.0,1.46,3.0,1.14,119670.65,263.66,105.46,-6691.45,3076.23,2.175,-1154.2,835.47,1.381,199.01,46395.6,0.004,37.7,0.741,116.97,2.681,0.772,2.187,2.319,2.919,3.91,7.677,1,0,0,0,1,0,0,0,0,0,0
2.48,0.29,5.0,1.21,2.0,4.77,210440.52,471.01,188.4,-11550.19,8258.7,1.399,-2133.6,1070.05,1.994,500.95,33045.6,0.015,16.6,0.308,33.8,0.731,2.187,4.036,4.691,4.102,7.234,11.897,0,0,0,0,1,0,0,0,0,0,0
1.26,0.29,3.0,0.96,2.0,2.56,145480.16,325.9,130.36,-8114.4,4126.27,1.967,-1500.02,915.51,1.638,577.67,22195.6,0.026,37.3,0.717,107.63,2.415,1.42,2.289,3.204,2.714,3.972,6.655,1,0,0,0,1,0,0,0,0,0,0
1.19,0.18,5.0,0.95,3.0,6.82,108042.81,241.68,96.67,-4133.74,3889.17,1.063,-886.59,899.97,0.985,350.85,21813.6,0.016,25.7,0.441,71.33,1.428,2.186,2.545,3.05,3.397,6.581,7.358,0,0,0,0,0,0,0,0,0,1,1
1.12,0.29,7.0,0.93,1.0,1.32,135996.76,305.61,122.24,-7003.15,3652.06,1.918,1347.05,883.1,1.525,190.6,21061.6,0.009,29.2,0.568,84.85,1.925,1.181,2.585,3.507,3.325,4.088,8.718,0,0,0,0,1,0,0,0,0,0,0
1.65,0.25,5.0,1.44,3.0,5.14,165311.13,366.21,146.48,-6173.63,5447.29,1.133,-1287.23,983.78,1.308,474.14,45235.6,0.01,13.7,0.24,42.53,0.871,2.369,3.322,3.979,4.579,8.121,8.616,0,0,0,1,0,0,0,0,0,1,1
0.59,0.23,7.0,1.34,2.0,4.41,103033.82,227.86,91.14,-7103.24,1856.82,3.825,-1363.04,686.61,1.985,167.9,39675.6,0.004,190.0,3.539,542.18,11.781,0.682,0.989,1.622,1.322,3.234,4.723,0,0,0,0,1,0,0,0,0,0,0
1.28,0.26,2.0,0.81,0.0,2.99,139734.94,313.39,125.36,-9841.62,4194.02,2.347,-1579.11,919.73,1.717,732.38,16885.6,0.043,54.9,1.012,184.94,3.979,1.491,1.738,4.221,2.27,3.1,5.131,0,0,0,0,1,0,0,0,1,0,0
0.83,0.18,2.0,1.4,0.0,2.32,98230.53,211.32,84.53,-7635.73,2669.76,2.86,-1085.51,794.65,1.366,572.52,42963.6,0.013,91.6,1.728,303.47,6.68,0.96,1.386,3.07,1.865,2.734,3.762,0,0,0,0,1,0,0,0,1,0,0
0.89,0.15,7.0,1.43,3.0,2.93,83596.05,182.14,72.86,-3912.43,2872.99,1.362,-826.19,815.93,1.013,183.57,44661.6,0.004,31.4,0.58,93.35,2.012,1.117,2.09,2.306,3.169,6.178,7.539,0,0,1,1,0,0,0,0,0,0,0
0.2,0.23,7.0,1.45,3.0,0.27,93131.93,204.32,81.73,-5494.36,535.8,10.254,-695.81,358.19,1.943,128.8,45813.6,0.003,3651.5,65.994,11703.81,246.779,0.205,0.469,0.622,0.302,0.982,2.021,0,0,0,0,1,0,0,0,1,0,0
1.22,0.16,5.0,0.62,0.0,3.68,90282.6,203.5,81.4,-7891.03,3990.78,1.977,1486.26,906.78,1.639,170.75,11451.6,0.015,59.8,1.081,193.42,4.081,1.766,1.912,3.754,2.334,3.913,7.389,0,0,0,0,1,0,0,0,1,0,0
1.18,0.28,5.0,1.38,2.0,4.3,147007.26,326.17,130.47,-9396.0,3855.29,2.437,-1561.41,897.65,1.739,284.57,41851.6,0.007,47.9,0.893,125.86,2.739,1.198,2.131,2.947,2.512,4.81,8.793,0,0,0,0,1,0,0,0,0,0,0
1.68,0.12,6.0,0.82,1.0,2.24,78143.82,174.58,69.83,-4156.39,5548.91,0.749,-804.65,988.03,0.814,135.99,17211.6,0.008,11.8,0.219,30.46,0.661,1.614,3.63,3.992,5.134,5.272,10.57,0,0,0,0,1,0,0,0,0,0,0
0.95,0.26,3.0,1.25,3.0,0.35,130323.36,288.41,115.36,-10486.49,3076.23,3.409,-1483.49,835.47,1.776,480.97,35013.6,0.014,92.5,1.713,304.65,6.582,1.344,1.547,3.478,1.878,3.659,6.392,0,0,0,0,1,0,0,0,1,0,0
0.5,0.26,7.0,0.97,1.0,0.16,112379.26,252.04,100.82,-9634.34,1551.97,6.208,-1809.01,633.03,2.858,255.38,22581.6,0.011,395.7,6.945,1148.09,23.51,0.646,0.972,1.677,0.912,2.459,4.318,0,0,0,0,1,0,0,0,0,0,0
0.93,0.12,2.0,1.08,1.0,4.5,75126.11,163.43,65.37,-5262.19,3008.48,1.749,790.58,829.14,0.953,683.32,27091.6,0.025,59.7,1.028,194.19,3.901,0.901,1.557,2.056,1.722,2.805,3.441,0,0,0,0,0,0,0,0,1,0,0
1.31,0.19,4.0,0.9,2.0,1.87,101756.7,227.51,91.0,-5845.49,4295.63,1.361,-1091.88,925.89,1.179,301.7,19963.6,0.015,27.4,0.535,81.82,1.862,1.417,2.68,3.604,3.218,4.385,7.928,1,0,0,0,1,0,0,0,0,0,0
0.88,0.12,6.0,1.32,3.0,0.6,65704.02,142.37,56.95,-5148.29,2839.12,1.813,-790.59,812.51,0.973,91.42,38611.6,0.002,58.7,1.135,183.46,4.14,1.049,1.803,2.059,2.376,4.258,7.612,0,0,0,0,1,0,0,0,0,0,0
0.61,0.16,7.0,0.59,2.0,6.36,73206.03,165.16,66.06,-5588.83,1924.57,2.904,-946.06,697.36,1.357,210.22,10725.6,0.02,205.9,3.754,552.04,11.741,0.844,1.114,1.766,1.253,3.239,4.727,0,0,0,0,1,0,0,0,0,0,0
1.38,0.13,3.0,1.48,1.0,6.03,97963.91,211.5,84.6,-4508.93,4532.74,0.995,-839.38,939.5,0.893,310.73,47571.6,0.007,14.7,0.246,33.17,0.647,1.308,2.491,2.791,3.822,4.489,7.357,0,0,0,0,0,0,0,0,1,0,0
0.39,0.1,3.0,1.47,1.0,6.59,60760.02,128.46,51.38,-2985.45,1179.38,2.531,-578.37,553.21,1.045,218.68,46981.6,0.005,183.0,3.031,418.1,8.08,0.478,0.799,1.059,1.235,1.906,2.208,0,0,0,0,0,0,0,0,1,0,0
0.16,0.22,5.0,0.71,1.0,6.72,89863.81,202.37,80.95,-2523.75,400.31,6.304,-493.66,303.32,1.628,119.09,13845.6,0.009,1471.5,24.33,3778.48,72.886,0.306,0.396,0.555,0.462,0.828,1.419,0,0,0,0,0,0,0,0,1,0,0
1.38,0.21,2.0,0.97,2.0,1.31,114812.86,254.93,101.97,-7265.95,4532.74,1.603,-1195.81,939.5,1.273,732.21,22581.6,0.032,18.3,0.36,60.59,1.391,1.602,2.718,3.651,3.324,3.909,4.514,1,0,0,0,1,0,0,0,0,0,0
1.3,0.15,5.0,1.45,2.0,3.31,92453.08,201.13,80.45,-6048.71,4261.76,1.419,-1017.19,923.86,1.101,184.92,45813.6,0.004,31.9,0.605,83.57,1.848,1.163,2.553,3.038,3.034,5.345,9.829,1,0,0,0,1,0,0,0,0,0,0
1.27,0.24,2.0,1.1,3.0,6.62,145216.43,322.49,129.0,11671.51,4160.14,2.806,1527.16,917.63,1.664,1235.25,27963.6,0.044,112.1,1.927,365.98,7.341,1.042,1.769,2.587,1.608,2.864,3.708,0,0,0,0,0,0,0,0,0,1,1
1.16,0.29,6.0,0.83,0.0,0.16,155984.92,351.68,140.67,-5334.42,3787.55,1.408,-1207.17,892.91,1.352,415.43,17541.6,0.024,31.3,0.541,85.24,1.717,2.079,2.401,2.854,3.087,6.292,6.893,0,0,0,0,0,0,0,0,0,1,0
2.12,0.28,6.0,1.19,2.0,5.16,188393.84,421.72,168.69,-10901.28,7039.3,1.549,-1962.57,1039.28,1.888,399.87,32085.6,0.012,20.9,0.386,44.42,0.956,1.92,3.547,4.328,3.749,6.831,12.668,0,0,0,0,1,0,0,0,0,0,0
0.64,0.26,5.0,1.18,1.0,4.24,123013.82,274.02,109.61,-6052.52,2026.19,2.987,-1099.3,712.79,1.542,217.46,31611.6,0.007,87.4,1.515,210.3,4.252,0.895,1.412,2.078,1.897,3.015,3.745,0,0,0,0,0,0,0,0,1,0,0
1.11,0.18,5.0,1.25,2.0,5.02,100857.04,222.81,89.13,-6911.21,3618.19,1.91,-1153.7,880.58,1.31,207.89,35013.6,0.006,51.5,0.952,133.4,2.876,1.14,2.061,2.745,2.42,4.791,8.703,0,0,0,0,1,0,0,0,0,0,0
1.67,0.28,4.0,1.37,3.0,3.8,176192.92,391.32,156.53,-6356.45,5515.04,1.153,-1382.23,986.62,1.401,608.37,41301.6,0.015,13.4,0.242,43.19,0.909,2.663,3.625,4.007,4.627,8.096,8.5,0,0,0,1,0,0,0,0,0,1,1
0.1,0.29,2.0,0.91,0.0,1.44,93203.91,207.19,82.87,-2654.04,197.08,13.467,-405.32,207.81,1.95,260.25,20325.6,0.013,9098.0,177.368,28008.38,637.036,0.133,0.199,0.331,0.196,0.289,0.588,0,0,0,0,1,0,0,0,0,0,0
0.25,0.27,6.0,0.97,1.0,5.89,109793.39,246.12,98.45,-3397.44,705.16,4.818,-630.52,418.8,1.506,130.58,22581.6,0.006,606.9,10.162,1504.47,29.391,0.458,0.533,0.773,0.721,1.286,2.142,0,0,0,0,0,0,0,0,1,0,0
1.21,0.24,6.0,0.69,1.0,0.84,116555.36,262.91,105.16,-6499.58,3956.91,1.643,1300.9,904.54,1.438,281.13,13285.6,0.021,28.7,0.565,88.24,2.027,1.324,2.558,3.511,3.274,3.935,7.889,1,0,0,0,1,0,0,0,0,0,0
2.12,0.16,4.0,0.9,2.0,0.73,107722.27,240.63,96.25,-5391.95,7039.3,0.766,-1071.74,1039.28,1.031,311.04,19963.6,0.016,8.1,0.158,22.82,0.519,1.955,4.485,4.94,4.953,6.172,9.708,1,0,0,0,1,0,0,0,0,0,0
2.34,0.23,3.0,0.55,1.0,1.21,151692.03,343.0,137.2,-6510.95,7784.49,0.836,-1444.12,1059.0,1.364,660.36,9813.6,0.067,7.8,0.152,24.74,0.564,1.861,4.405,5.294,3.783,6.126,8.492,1,0,0,0,1,0,0,0,0,0,0
2.2,0.15,7.0,0.84,2.0,6.4,110081.85,247.02,98.81,-6938.97,7310.27,0.949,-1270.05,1046.82,1.213,294.71,17875.6,0.016,22.700000000000000,0.414,46.06,0.979,1.834,3.371,3.691,3.628,6.582,11.625,0,0,0,0,1,0,0,0,0,0,0
0.15,0.11,2.0,1.47,1.0,6.67,64451.95,133.87,53.55,-3109.24,366.44,8.485,421.57,288.58,1.461,380.61,46981.6,0.008,4950.600000000000,81.911,15442.46,298.091,0.164,0.228,0.375,0.248,0.448,0.64,0,0,0,0,0,0,0,0,1,0,0
0.83,0.29,4.0,0.72,2.0,0.62,122346.68,275.79,110.32,-6557.66,2669.76,2.456,-1222.05,794.65,1.538,362.32,14131.6,0.026,61.9,1.2,182.83,4.134,1.169,1.78,3.444,2.272,3.007,6.551,1,0,0,0,1,0,0,0,0,0,0
0.79,0.26,3.0,0.72,1.0,5.88,130288.05,293.66,117.46,-5670.51,2534.27,2.238,-1133.25,779.39,1.454,481.36,14131.6,0.034,54.4,0.911,127.67,2.495,1.178,1.687,1.906,2.174,2.707,3.445,0,0,0,0,0,0,0,0,1,0,0
0.48,0.15,6.0,1.39,3.0,5.9,77562.88,169.17,67.67,-3953.64,1484.23,2.664,-959.77,619.82,1.548,202.92,42405.6,0.005,127.40000000000000,2.21,325.21,6.582,0.827,1.082,1.367,1.566,3.596,4.238,0,0,0,0,0,0,0,0,0,0,0
0.85,0.15,7.0,0.5,3.0,2.48,72313.12,163.39,65.36,-3069.62,2737.5,1.121,808.96,801.95,1.009,196.82,8763.6,0.022,45.5,0.853,134.71,2.948,1.289,1.972,2.46,2.623,4.093,6.581,0,1,1,1,0,0,0,0,0,0,0
1.62,0.14,6.0,1.37,3.0,0.06,108848.65,238.87,95.55,-11236.62,5345.68,2.102,2057.18,979.41,2.1,222.22,41301.6,0.005,55.0,0.898,178.86,3.406,1.843,1.904,2.728,2.439,3.859,7.699,0,0,0,0,1,1,0,1,1,0,0
1.75,0.28,6.0,1.49,3.0,3.05,177094.39,392.52,157.01,-6657.45,5786.02,1.151,-1420.16,997.51,1.424,418.14,48165.6,0.009,11.3,0.208,38.1,0.818,2.196,3.614,4.248,5.028,8.722,8.996,0,0,1,1,0,0,0,0,0,1,1
1.57,0.25,6.0,1.0,2.0,3.09,142012.37,318.48,127.39,-8187.25,5176.32,1.582,-1504.47,971.85,1.548,329.64,23763.6,0.014,25.8,0.491,66.56,1.478,1.6,2.876,3.512,3.376,5.438,9.703,1,0,0,0,1,0,0,0,0,0,0
0.76,0.24,3.0,0.97,3.0,1.84,106798.12,238.2,95.28,-5141.77,2432.65,2.114,-989.26,767.31,1.289,498.44,22581.6,0.022,55.4,1.065,169.16,3.792,1.256,1.801,2.865,2.409,3.396,4.359,0,1,0,0,0,0,0,0,0,0,0
1.07,0.15,6.0,0.56,2.0,3.46,77155.29,174.12,69.65,-5035.75,3482.7,1.446,-946.4,870.15,1.088,264.73,10035.6,0.026,57.0,1.077,150.66,3.322,1.274,1.9,2.39,2.348,3.891,6.363,1,0,0,0,1,0,0,0,0,0,0
0.1,0.27,7.0,1.37,2.0,0.9,90426.72,199.16,79.66,-2073.81,197.08,10.523,-359.72,207.81,1.731,80.69,41301.6,0.002,5541.600000000000,108.777,16915.53,387.376,0.151,0.165,0.367,0.246,0.684,1.122,1,0,0,0,1,0,0,0,0,0,0
0.8,0.2,4.0,0.59,3.0,2.59,92461.59,208.64,83.45,-3510.98,2568.14,1.367,-844.4,783.29,1.078,360.76,10725.6,0.034,56.9,1.063,167.35,3.648,1.356,1.773,2.904,2.338,3.375,6.281,0,1,1,1,0,0,0,0,0,0,0
0.8,0.25,4.0,1.44,3.0,5.0,128680.9,283.52,113.41,-5556.31,2568.14,2.164,-1404.98,783.29,1.794,451.29,45235.6,0.01,48.8,0.858,131.74,2.704,1.483,1.75,2.076,2.524,5.01,5.88,0,0,0,0,0,0,0,0,0,0,0
0.35,0.21,4.0,1.0,1.0,3.83,90888.46,202.54,81.01,-3813.74,1043.89,3.653,-696.82,519.21,1.342,150.65,23763.6,0.006,303.70000000000000,5.322,741.53,15.16,0.637,0.792,1.171,1.019,1.992,2.369,0,0,0,0,0,0,0,0,1,0,0
1.68,0.22,5.0,1.45,1.0,5.41,156696.08,346.36,138.55,-7021.38,5548.91,1.265,-1290.19,988.03,1.306,304.15,45813.6,0.007,11.0,0.186,26.01,0.512,1.618,3.708,3.935,5.083,5.313,8.75,0,0,0,0,0,0,0,0,1,0,0
0.82,0.14,4.0,1.35,1.0,4.7,83549.18,182.03,72.81,-4231.62,2635.89,1.605,-778.8,790.92,0.985,175.92,40213.6,0.004,40.4,0.692,94.85,1.896,0.923,1.898,2.295,2.751,3.502,5.078,0,0,0,0,0,0,0,0,1,0,0
