h,t,n,h_p,i,w,C,W,V,M_y,M_Rd,M_y/M_Rd,V_z,V_Rd,V_z/V_Rd,P_z,N_Rd,P_z/N_Rd,u_z,u_z/u_zul,u_z,u_z/u_zul,f_gs0,f_gs1,f_gs2,fh_0,fh_1,fh_2,BC0,BC1,BC2,BC3,BC4,BC5,BC6,BC7,BC8,BC9,BC10
1.62,0.27,5.0,0.98,2.0,5.24,158705.5,356.46,142.58,-9376.64,5345.68,1.754,-1708.17,979.41,1.744,419.12,22971.6,0.018,33.7,0.621,77.9,1.675,1.667,2.734,3.467,2.989,5.514,9.054,0,0,0,0,1,0,0,0,0,0,0
0.51,0.13,6.0,0.66,0.0,6.14,63037.36,141.6,56.64,-7460.25,1585.84,4.704,940.93,639.45,1.471,155.38,12475.6,0.012,492.9,8.524,1588.11,32.043,0.608,1.274,1.95,0.818,2.762,3.009,0,0,0,0,1,0,0,0,1,0,0
0.39,0.21,7.0,0.66,2.0,6.53,85262.46,192.32,76.93,-5751.34,1179.38,4.877,-977.27,553.21,1.767,199.62,12475.6,0.016,552.5,10.057,1557.94,33.087,0.534,0.793,1.396,0.776,2.378,2.987,0,0,0,0,1,0,0,0,0,0,0
0.27,0.19,4.0,1.43,2.0,4.42,81714.49,177.68,71.07,-3393.72,772.91,4.391,-756.11,440.9,1.715,159.15,44661.6,0.004,766.3,14.27,2188.72,47.551,0.352,0.465,0.748,0.664,1.761,2.121,0,0,0,0,1,0,0,0,0,0,0
0.97,0.16,7.0,0.76,1.0,4.66,89596.0,201.33,80.53,-4399.71,3143.97,1.399,-856.17,841.64,1.017,145.37,15315.6,0.009,32.100000000000000,0.551,78.25,1.566,1.28,2.344,2.552,3.119,4.111,5.579,0,0,0,0,0,0,0,0,1,0,0
0.63,0.23,6.0,0.8,0.0,6.71,108606.1,244.34,97.74,-11333.93,1992.31,5.689,1563.73,707.74,2.209,219.95,16563.6,0.013,381.6,6.555,1233.27,24.714,0.677,1.417,2.195,0.931,3.155,3.182,0,0,0,0,1,1,0,0,1,0,0
1.79,0.29,2.0,0.62,3.0,6.26,186748.1,421.91,168.76,16120.77,5921.51,2.722,1919.59,1002.67,1.914,1660.75,11451.6,0.145,59.8,1.033,197.33,3.975,1.037,1.922,2.78,1.856,2.423,3.724,0,0,0,1,0,0,0,0,0,1,1
0.84,0.12,6.0,1.45,2.0,3.98,68332.72,147.35,58.94,-5051.1,2703.63,1.868,-879.81,798.33,1.102,115.03,45813.6,0.003,73.7,1.381,204.22,4.465,0.762,1.621,1.919,2.071,4.059,7.554,0,0,0,0,1,0,0,0,0,0,0
0.84,0.16,5.0,0.68,1.0,0.75,73649.89,165.49,66.19,-4837.8,2703.63,1.789,-858.14,798.33,1.075,232.6,13011.6,0.018,59.4,1.168,187.28,4.296,1.141,1.803,2.954,2.324,3.442,7.009,1,0,0,0,1,0,0,0,0,0,0
1.71,0.19,6.0,1.34,2.0,5.33,125569.95,277.68,111.07,-8097.96,5650.53,1.433,-1372.94,992.16,1.384,232.59,39675.6,0.006,26.3,0.484,59.63,1.281,1.524,3.053,3.81,3.346,6.471,12.66,0,0,0,0,1,0,0,0,0,0,0
2.25,0.2,7.0,1.42,0.0,6.3,161153.75,356.6,142.64,-13424.06,7479.64,1.795,2999.27,1051.31,2.853,164.56,44091.6,0.004,22.8,0.394,71.7,1.444,2.729,2.894,3.681,3.746,4.692,11.929,0,0,0,0,1,1,0,0,1,0,0
0.98,0.21,2.0,0.77,0.0,1.55,100745.25,225.31,90.13,-6990.33,3177.85,2.2,-1137.06,844.66,1.346,615.61,15621.6,0.039,50.7,0.985,165.16,3.743,1.374,1.739,2.935,2.245,3.104,3.629,0,0,0,0,1,0,0,0,0,0,0
2.38,0.17,7.0,1.0,1.0,3.24,133111.09,297.69,119.07,-6440.19,7919.98,0.813,-1196.37,1062.27,1.126,198.46,23763.6,0.008,6.9,0.123,16.85,0.351,2.153,4.814,4.857,6.547,6.797,12.399,0,0,0,0,1,0,0,0,1,0,0
1.69,0.26,5.0,0.82,2.0,1.57,144943.6,326.32,130.53,-7353.91,5582.78,1.317,-1452.98,989.42,1.469,360.21,17211.6,0.021,16.8,0.33,48.61,1.112,1.685,3.366,4.129,3.973,4.928,8.548,1,0,0,0,1,0,0,0,0,0,0
0.75,0.27,4.0,0.96,0.0,6.1,129786.92,290.93,116.37,-12718.57,2398.78,5.302,-1596.66,763.16,2.092,381.3,22195.6,0.017,256.30000000000000,4.435,835.69,16.87,0.825,1.545,2.765,1.134,3.24,3.917,0,0,0,0,1,0,0,0,1,0,0
0.7,0.29,7.0,0.92,1.0,5.96,138498.82,311.55,124.62,-6217.3,2229.42,2.789,-1192.17,741.39,1.608,212.5,20691.6,0.01,72.2,1.208,172.48,3.366,1.05,1.522,2.163,2.076,3.113,3.834,0,0,0,0,0,0,0,0,1,0,0
0.92,0.12,5.0,1.2,1.0,5.09,74152.92,162.53,65.01,-3907.72,2974.61,1.314,-719.06,825.91,0.871,159.26,32563.6,0.005,31.3,0.532,73.31,1.453,0.982,2.35,2.5,3.133,3.758,5.545,0,0,0,0,0,0,0,0,1,0,0
1.65,0.11,7.0,1.22,3.0,4.52,79927.02,175.25,70.1,-3456.91,5447.29,0.635,-712.36,983.78,0.724,197.62,33531.6,0.006,12.9,0.229,41.53,0.86,1.802,3.051,3.719,4.703,8.075,8.663,0,0,0,1,0,0,0,0,0,1,1
0.13,0.1,4.0,1.27,2.0,5.87,46900.87,100.44,40.18,-2305.83,298.69,7.72,-527.95,257.76,2.048,107.15,36021.6,0.003,4043.6,74.047,10930.71,233.527,0.191,0.226,0.367,0.288,0.782,1.015,0,0,0,0,1,0,0,0,0,0,0
0.2,0.16,2.0,0.77,0.0,1.75,61765.43,137.01,54.8,-2884.79,535.8,5.384,-419.26,358.19,1.17,244.96,15621.6,0.016,1737.4,33.499,5339.13,120.101,0.332,0.51,0.645,0.443,0.7,1.359,0,0,0,0,1,0,0,0,0,0,0
1.01,0.26,5.0,0.75,0.0,1.39,118493.27,266.92,106.77,-7374.24,3279.46,2.249,1322.42,853.49,1.549,234.5,15013.6,0.016,48.5,0.947,149.81,3.413,1.383,1.944,3.637,2.605,3.648,7.776,0,0,0,0,1,0,0,0,0,0,0
1.47,0.18,6.0,0.89,1.0,4.87,116781.11,261.94,104.78,-5415.73,4837.59,1.12,-1042.09,955.59,1.091,221.63,19605.6,0.011,14.9,0.254,36.99,0.737,1.706,3.245,3.58,4.526,5.05,7.769,0,0,0,0,0,0,0,0,1,0,0
0.24,0.21,5.0,1.39,2.0,3.65,84469.33,185.02,74.01,-2334.58,671.29,3.478,-518.32,407.31,1.273,103.7,42405.6,0.002,955.4,18.0,2724.26,59.879,0.277,0.408,0.627,0.595,1.662,1.941,1,0,0,0,1,0,0,0,0,0,0
1.84,0.15,4.0,0.93,3.0,5.93,108474.61,242.25,96.9,3608.1,6090.87,0.592,-888.43,1008.87,0.881,429.94,21061.6,0.02,13.9,0.241,42.35,0.857,2.875,3.559,3.772,4.462,7.827,8.118,0,0,0,1,0,0,0,0,0,1,1
1.26,0.14,6.0,0.82,0.0,2.3,78873.03,176.4,70.56,-6315.07,4126.27,1.53,1271.66,915.51,1.389,101.85,17211.6,0.006,38.7,0.731,122.58,2.7,1.93,2.285,3.207,2.891,4.663,9.532,0,0,0,0,1,0,0,0,1,0,0
1.27,0.16,5.0,0.91,3.0,2.39,90179.08,201.34,80.54,-3824.06,4160.14,0.919,-838.91,917.63,0.914,285.12,20325.6,0.014,19.2,0.361,62.31,1.368,1.95,3.129,3.258,3.964,6.642,8.111,0,1,1,1,0,0,0,0,0,0,0
1.82,0.15,7.0,1.05,0.0,5.86,108776.97,242.24,96.89,-9929.32,6023.12,1.649,2170.13,1006.42,2.156,119.32,25813.6,0.005,33.0,0.573,106.03,2.147,2.365,2.596,3.367,3.129,4.456,10.894,0,0,0,0,1,1,0,0,1,0,0
1.49,0.17,4.0,1.26,2.0,2.5,103473.03,227.65,91.06,-6241.96,4905.34,1.272,-1097.73,958.97,1.145,267.81,35515.6,0.008,23.1,0.445,64.03,1.438,1.307,2.965,3.506,3.358,5.125,8.941,1,0,0,0,1,0,0,0,0,0,0
0.6,0.2,3.0,0.67,2.0,3.35,85759.23,192.79,77.11,-5725.12,1890.7,3.028,-1002.49,692.03,1.449,383.46,12741.6,0.03,183.8,3.481,532.45,11.764,0.904,1.127,2.15,1.321,2.47,3.541,1,0,0,0,1,0,0,0,0,0,0
1.56,0.3,5.0,0.88,2.0,4.86,168075.83,378.59,151.44,-9701.88,5142.44,1.887,-1792.72,970.29,1.848,477.1,19251.6,0.025,36.4,0.674,86.05,1.859,1.622,2.561,3.195,2.886,5.083,8.125,0,0,0,0,1,0,0,0,0,0,0
0.45,0.16,2.0,0.94,2.0,2.52,70242.89,154.51,61.81,-5343.1,1382.61,3.865,-829.83,598.99,1.385,501.12,21435.6,0.023,254.4,4.896,760.94,17.086,0.773,0.882,1.008,1.137,1.209,2.366,1,0,0,0,1,0,0,0,0,0,0
0.56,0.1,7.0,0.84,3.0,3.45,49356.52,109.61,43.85,-2732.64,1755.21,1.557,-535.14,669.74,0.799,136.35,17875.6,0.008,81.60000000000000,1.485,222.24,4.717,1.13,1.416,1.909,1.977,4.835,5.044,0,0,0,1,0,0,0,0,0,0,0
1.69,0.29,7.0,1.14,2.0,3.69,169143.02,378.93,151.57,-9846.98,5582.78,1.764,-1763.62,989.42,1.782,332.61,29755.6,0.011,25.1,0.473,61.02,1.34,1.597,2.995,3.714,3.431,5.922,11.059,1,0,0,0,1,0,0,0,0,0,0
0.72,0.17,5.0,0.56,3.0,4.95,83329.71,188.13,75.25,-3059.35,2297.16,1.332,-732.97,750.31,0.977,290.81,10035.6,0.029,74.1,1.305,198.78,4.083,1.417,1.538,2.258,2.045,3.758,5.379,0,0,0,0,0,0,0,0,0,0,0
0.89,0.13,3.0,0.67,0.0,3.42,68285.87,152.97,61.19,-6084.04,2872.99,2.118,-923.04,815.93,1.131,366.46,12741.6,0.029,114.0,2.076,376.0,7.987,1.259,1.493,3.795,1.685,3.169,5.635,0,0,0,0,1,0,0,0,1,0,0
0.47,0.27,4.0,0.98,1.0,4.13,116251.14,260.27,104.11,-4845.61,1450.35,3.341,-893.16,613.02,1.457,195.98,22971.6,0.009,171.3,2.977,414.34,8.401,0.838,1.029,1.511,1.353,2.446,2.868,0,0,0,0,0,0,0,0,1,0,0
0.95,0.15,7.0,0.8,1.0,3.43,81477.25,182.65,73.06,-4260.16,3076.23,1.385,-815.2,835.47,0.976,123.3,16563.6,0.007,33.300000000000000,0.591,82.24,1.702,1.212,2.355,2.703,3.079,4.217,6.065,0,0,0,0,0,0,0,0,1,0,0
1.58,0.15,2.0,1.13,0.0,2.04,97475.19,213.17,85.27,-6840.87,5210.19,1.313,-1093.66,973.39,1.124,544.3,29301.6,0.019,23.0,0.439,81.8,1.82,1.617,2.647,5.186,3.445,3.897,6.316,0,0,0,0,1,0,0,0,1,0,0
0.45,0.27,6.0,0.74,1.0,1.12,98808.63,222.53,89.01,-4734.34,1382.61,3.424,-824.94,598.99,1.377,160.93,14715.6,0.011,219.2,4.297,663.71,15.178,0.717,0.915,2.423,1.236,2.563,3.655,1,0,0,0,1,0,0,0,0,0,0
2.09,0.2,7.0,0.72,3.0,0.7,127683.47,287.79,115.12,-7166.33,6937.68,1.033,1448.35,1036.33,1.398,140.24,14131.6,0.01,10.9,0.213,31.31,0.712,1.848,3.895,4.131,4.814,5.454,9.716,0,0,0,0,1,0,0,0,0,0,0
1.14,0.25,4.0,1.0,0.0,0.34,130064.42,291.07,116.43,-5044.45,3719.8,1.356,-1103.99,888.07,1.243,470.05,23763.6,0.02,25.3,0.467,77.77,1.676,2.04,2.663,3.173,3.477,5.964,7.415,0,0,1,1,0,0,0,0,0,0,0
0.33,0.21,2.0,1.24,2.0,1.12,86032.62,186.72,74.69,-3935.79,976.14,4.032,-637.1,501.01,1.272,408.11,34515.6,0.012,397.9,7.832,1217.39,27.957,0.588,0.688,0.749,0.92,0.938,2.116,1,0,0,0,1,0,0,0,0,0,0
0.85,0.26,7.0,1.34,1.0,2.5,126123.76,279.69,111.88,-6473.8,2737.5,2.365,-1159.82,801.95,1.446,155.18,39675.6,0.004,45.1,0.829,114.02,2.445,0.896,2.047,2.706,2.668,4.021,5.95,0,0,0,0,0,0,0,0,1,0,0
1.84,0.21,7.0,0.6,3.0,1.55,124998.58,282.49,112.99,5258.18,6090.87,0.863,-1166.51,1008.87,1.156,302.04,10963.6,0.028,11.5,0.223,36.29,0.822,1.707,3.487,4.196,4.615,5.694,8.777,1,1,0,0,0,0,0,0,0,0,0
2.33,0.22,5.0,1.01,3.0,4.98,167947.39,376.59,150.64,5721.81,7750.62,0.738,-1298.96,1058.17,1.228,511.11,24165.6,0.021,9.6,0.169,31.23,0.641,3.229,4.409,4.544,5.232,8.842,9.278,0,0,0,1,0,0,0,0,0,1,1
1.19,0.12,2.0,1.44,0.0,1.48,78842.0,166.15,66.46,-5199.6,3889.17,1.337,-826.28,899.97,0.918,453.62,45235.6,0.01,29.0,0.565,100.37,2.28,1.096,2.361,3.953,3.15,3.554,4.675,0,0,0,0,1,0,0,0,0,0,0
0.68,0.29,5.0,0.61,1.0,4.27,130121.69,294.24,117.69,-5797.57,2161.67,2.682,-1157.45,732.17,1.581,270.65,11205.6,0.024,91.6,1.586,222.9,4.503,1.154,1.401,1.883,1.847,2.822,3.336,0,0,0,0,0,0,0,0,1,0,0
1.14,0.1,6.0,1.07,2.0,0.38,59436.67,130.24,52.1,-3858.54,3719.8,1.037,-674.16,888.07,0.759,122.66,26661.6,0.005,25.4,0.479,63.04,1.388,0.89,2.659,2.917,3.522,3.882,8.903,1,0,0,0,1,0,0,0,0,0,0
2.06,0.17,5.0,1.03,3.0,5.24,127104.15,283.74,113.5,4141.16,6836.06,0.606,-1024.81,1033.32,0.992,399.31,24981.6,0.016,10.9,0.191,35.11,0.718,2.905,3.981,4.299,4.989,8.712,8.875,0,0,0,1,0,0,0,0,0,1,1
0.56,0.11,4.0,1.34,3.0,1.38,56267.63,120.36,48.14,-3454.42,1755.21,1.968,-597.33,669.74,0.892,187.47,39675.6,0.005,87.6,1.711,268.17,6.111,0.654,1.485,1.759,1.95,3.123,5.553,1,0,0,0,0,0,0,0,0,0,0
2.43,0.25,4.0,0.58,0.0,5.0,187340.83,423.95,169.58,-13280.94,8089.34,1.642,2329.42,1066.22,2.185,376.09,10491.6,0.036,21.4,0.376,71.62,1.47,2.078,3.011,4.225,3.745,3.911,6.66,0,0,0,0,1,1,0,0,1,0,0
2.25,0.21,7.0,0.82,0.0,0.31,149299.34,336.17,134.47,5676.86,7479.64,0.759,-1225.46,1051.31,1.166,362.55,17211.6,0.021,9.2,0.168,30.83,0.659,2.674,4.046,4.51,5.378,8.628,9.413,0,0,1,1,0,0,0,0,0,1,1
0.55,0.29,3.0,1.24,3.0,2.77,121987.32,270.07,108.03,-5282.69,1721.33,3.069,-1165.38,663.91,1.755,526.38,34515.6,0.015,112.3,2.085,320.75,6.949,0.913,1.171,1.814,1.705,2.174,3.076,0,0,1,1,0,0,0,0,0,0,0
0.2,0.25,5.0,1.06,3.0,3.03,92673.52,206.48,82.59,-2504.05,535.8,4.673,-567.28,358.19,1.584,149.8,26235.6,0.006,845.8,15.577,2416.35,51.917,0.362,0.459,0.858,0.624,1.475,1.965,0,0,1,1,0,0,0,0,0,0,0
0.3,0.11,5.0,0.73,0.0,6.75,51400.83,114.77,45.91,-6851.68,874.52,7.835,-814.4,472.05,1.725,166.2,14421.6,0.012,1785.4,30.653,5715.95,114.493,0.315,0.796,0.991,0.43,1.432,2.2,0,0,0,0,1,0,0,0,1,0,0
0.18,0.29,7.0,0.61,2.0,3.09,94673.59,213.94,85.58,-2772.0,468.06,5.922,-592.32,331.53,1.787,145.62,11205.6,0.013,1715.3,32.639,5081.22,112.802,0.285,0.507,0.734,0.446,1.236,2.046,1,0,0,0,1,0,0,0,0,0,0
0.31,0.19,3.0,1.01,3.0,5.46,83808.06,185.88,74.35,-3115.59,908.4,3.43,-735.9,481.93,1.527,340.79,24165.6,0.014,332.3,5.802,1031.67,21.014,0.558,0.693,0.914,0.976,1.0,1.895,0,0,0,0,0,0,0,0,0,0,0
1.19,0.14,5.0,1.1,1.0,5.33,90225.61,199.81,79.92,-4433.09,3889.17,1.14,-836.51,899.97,0.929,191.88,27963.6,0.007,19.9,0.337,47.11,0.93,1.309,2.95,3.133,3.895,4.312,6.751,0,0,0,0,0,0,0,0,1,0,0
1.31,0.26,4.0,0.56,2.0,0.41,133183.58,301.22,120.49,-6596.61,4295.63,1.536,-1295.51,925.89,1.399,432.09,10035.6,0.043,23.5,0.446,64.66,1.43,1.435,2.763,3.33,3.262,3.717,6.563,1,0,0,0,1,0,0,0,0,0,0
0.52,0.2,5.0,0.97,0.0,1.18,82152.65,183.02,73.21,-5677.72,1619.72,3.505,-928.49,645.74,1.438,197.5,22581.6,0.009,178.1,3.496,555.23,12.715,0.751,1.0,2.454,1.374,2.666,4.256,1,0,0,0,1,0,0,0,0,0,0
1.25,0.15,6.0,1.34,3.0,6.34,98184.41,215.67,86.27,-4251.11,4092.4,1.039,-913.95,913.37,1.001,259.82,39675.6,0.007,20.4,0.352,58.49,1.177,1.671,2.7,3.084,3.81,6.925,7.993,0,0,0,0,0,0,0,0,0,1,1
0.95,0.17,2.0,0.64,2.0,1.19,81032.05,181.66,72.66,-5581.86,3076.23,1.815,-924.46,835.47,1.107,576.42,11955.6,0.048,37.1,0.73,117.61,2.701,1.345,1.803,2.491,2.244,3.099,3.121,1,0,0,0,1,0,0,0,0,0,0
1.03,0.22,3.0,1.49,0.0,1.48,115873.44,252.23,100.89,-7476.41,3347.21,2.234,-1193.55,859.19,1.389,369.71,48165.6,0.008,42.8,0.833,136.57,3.102,1.066,2.042,3.09,2.762,3.48,7.349,0,0,0,0,1,0,0,0,0,0,0
0.13,0.16,7.0,1.0,0.0,3.78,64541.74,143.24,57.3,-4321.11,298.69,14.467,-623.4,257.76,2.419,113.53,23763.6,0.005,9882.7,178.273,31374.11,660.278,0.125,0.375,0.417,0.183,0.586,1.198,0,0,0,0,1,0,0,0,1,0,0
1.0,0.15,5.0,1.12,2.0,2.01,78385.52,172.95,69.18,-5137.87,3245.59,1.583,-887.13,850.59,1.043,184.51,28851.6,0.006,42.4,0.825,127.94,2.904,0.992,2.124,2.688,2.703,4.004,7.835,1,0,0,0,1,0,0,0,0,0,0
0.62,0.13,4.0,0.83,2.0,4.23,61819.65,137.64,55.06,-4774.9,1958.44,2.438,-793.53,702.59,1.129,199.41,17541.6,0.011,152.60000000000000,2.849,433.0,9.432,0.82,1.2,1.986,1.437,2.874,5.255,0,0,0,0,1,0,0,0,0,0,0
1.57,0.28,2.0,1.32,0.0,5.5,180745.77,399.31,159.73,-14418.92,5176.32,2.786,-2000.28,971.85,2.058,963.69,38611.6,0.025,50.5,0.881,179.52,3.654,1.588,1.853,3.742,2.439,3.186,5.415,0,0,0,0,1,1,0,0,1,0,0
0.9,0.17,2.0,0.81,2.0,6.35,88710.43,197.61,79.05,-7038.11,2906.87,2.421,-1086.08,819.3,1.326,608.91,16885.6,0.036,84.1,1.533,218.64,4.651,1.061,1.545,1.857,1.625,2.35,3.233,0,0,0,0,1,0,0,0,0,0,0
1.75,0.13,4.0,0.98,2.0,2.98,85262.48,189.09,75.63,-5188.53,5786.02,0.897,-967.72,997.51,0.97,248.67,22971.6,0.011,20.7,0.395,53.18,1.183,1.544,3.264,3.668,3.469,5.505,8.838,1,0,0,0,1,0,0,0,0,0,0
0.37,0.24,2.0,1.15,1.0,0.33,99629.33,218.89,87.56,-5803.55,1111.63,5.221,-789.52,536.59,1.471,414.85,30213.6,0.014,449.6,8.384,1389.16,30.222,0.568,0.646,0.839,0.831,0.879,1.992,0,1,0,0,1,0,0,0,0,0,0
1.51,0.19,3.0,1.46,0.0,1.92,119548.55,260.37,104.15,-7878.68,4973.08,1.584,-1258.85,962.28,1.308,375.77,46395.6,0.008,24.1,0.462,79.94,1.787,1.581,2.803,3.87,3.559,4.583,8.279,0,0,0,0,1,0,0,0,1,0,0
1.74,0.19,3.0,1.09,1.0,5.86,137674.73,306.58,122.63,-6129.27,5752.15,1.066,-1166.19,996.19,1.171,475.25,27525.6,0.017,10.5,0.176,24.67,0.482,1.934,3.094,4.036,4.345,5.135,7.284,0,0,0,0,0,0,0,0,1,0,0
0.62,0.25,5.0,0.78,0.0,6.1,114657.59,258.13,103.25,-11614.95,1958.44,5.931,-1457.03,702.59,2.074,278.77,15931.6,0.017,403.5,6.982,1304.46,26.333,0.656,1.427,2.126,0.905,3.067,3.1,0,0,0,0,1,0,0,0,1,0,0
2.1,0.29,2.0,1.11,1.0,4.92,212937.06,475.31,190.12,-12775.19,6971.55,1.832,1928.09,1037.32,1.859,1708.97,28405.6,0.06,13.8,0.235,46.91,0.933,1.689,2.433,3.587,3.039,4.692,5.013,0,0,0,0,0,0,0,0,1,0,0
2.33,0.24,5.0,1.2,0.0,4.84,183478.0,409.65,163.86,-14157.49,7750.62,1.827,2753.73,1058.17,2.602,272.03,32563.6,0.008,20.1,0.355,64.45,1.326,2.902,3.284,4.587,3.96,4.838,11.928,0,0,0,0,1,1,0,0,1,0,0
0.58,0.12,5.0,1.49,0.0,3.13,65925.58,140.97,56.39,-6313.06,1822.95,3.463,-834.43,681.09,1.225,141.48,48165.6,0.003,231.7,4.254,749.36,16.052,0.884,1.095,1.559,1.198,3.648,3.995,0,0,0,0,1,0,0,0,1,0,0
2.49,0.23,5.0,0.79,2.0,6.09,170726.41,384.93,153.97,-9392.56,8292.57,1.133,-1820.17,1070.8,1.7,525.33,16245.6,0.032,20.5,0.375,40.65,0.867,2.185,3.425,3.885,3.809,6.091,9.588,0,0,0,0,1,0,0,0,0,0,0
0.4,0.1,5.0,0.94,0.0,3.27,47686.93,104.95,41.98,-5487.91,1213.25,4.523,-720.4,561.26,1.284,139.94,21435.6,0.007,554.6,10.141,1773.27,37.829,0.57,1.065,1.708,0.775,2.543,3.119,0,0,0,0,1,0,0,0,1,0,0
0.11,0.24,6.0,0.69,3.0,2.65,82109.17,184.96,73.98,-1684.89,230.95,7.295,-364.8,224.99,1.621,87.62,13285.6,0.007,3004.3,56.018,8765.88,190.688,0.211,0.321,0.476,0.335,0.785,1.43,0,1,1,1,0,0,0,0,0,0,0
0.64,0.11,2.0,0.88,2.0,4.09,56088.09,122.88,49.15,-4810.13,2026.19,2.374,-736.8,712.79,1.034,425.0,19251.6,0.022,126.0,2.357,356.17,7.775,0.877,1.266,1.493,1.457,1.807,2.783,0,0,0,0,1,0,0,0,0,0,0
0.58,0.11,5.0,0.98,1.0,2.9,55948.53,123.36,49.34,-3420.92,1822.95,1.877,-620.69,681.09,0.911,110.82,22971.6,0.005,85.0,1.537,209.23,4.413,0.794,1.509,2.013,1.93,3.121,4.148,0,0,0,0,0,0,0,0,1,0,0
1.68,0.1,7.0,1.18,3.0,4.91,74284.01,162.81,65.12,-3219.81,5548.91,0.58,-669.88,988.03,0.678,188.2,31611.6,0.006,12.9,0.227,40.9,0.841,1.799,3.034,3.68,4.695,8.007,8.609,0,0,0,1,0,0,0,0,0,1,1
2.01,0.24,3.0,1.01,1.0,0.29,160768.6,359.64,143.85,-10620.69,6666.7,1.593,-1720.65,1028.14,1.674,656.3,24165.6,0.027,20.4,0.376,51.68,1.112,1.832,3.234,3.42,3.242,5.518,6.279,0,1,0,0,1,0,0,0,0,0,0
0.87,0.11,7.0,1.08,2.0,1.64,57065.27,125.26,50.11,-4051.77,2805.25,1.444,-700.56,809.04,0.866,112.19,27091.6,0.004,49.6,0.972,153.38,3.506,0.757,1.933,2.165,2.554,3.665,7.488,1,0,0,0,1,0,0,0,0,0,0
1.07,0.23,5.0,1.09,1.0,2.34,119456.67,266.43,106.57,-5962.29,3482.7,1.712,-1116.09,870.15,1.283,205.79,27525.6,0.007,27.4,0.507,70.56,1.524,1.254,2.623,3.308,3.4,4.224,7.657,0,0,0,0,1,0,0,0,1,0,0
0.94,0.26,5.0,1.16,1.0,3.49,133256.24,297.23,118.89,-6455.27,3042.36,2.122,-1188.17,832.33,1.428,234.8,30675.6,0.008,36.7,0.65,89.29,1.845,1.165,2.202,2.956,2.924,3.853,5.841,0,0,0,0,0,0,0,0,1,0,0
0.75,0.17,3.0,1.34,0.0,6.68,96393.75,210.3,84.12,-9914.17,2398.78,4.133,-1200.79,763.16,1.573,409.27,39675.6,0.01,214.0,3.677,710.48,14.242,0.913,1.314,2.84,1.238,3.141,4.304,0,0,0,0,1,1,0,0,1,0,0
2.43,0.3,5.0,0.81,0.0,6.75,227370.43,513.35,205.34,-17658.69,8089.34,2.183,3372.39,1066.22,3.163,338.8,16885.6,0.02,23.3,0.4,76.29,1.528,2.619,2.89,4.137,3.683,4.242,8.627,0,0,0,0,1,1,0,0,1,0,0
1.96,0.18,5.0,0.88,2.0,4.04,119612.81,268.24,107.3,-6944.27,6497.34,1.069,-1315.83,1022.74,1.287,344.21,19251.6,0.018,21.9,0.41,49.68,1.085,1.827,3.294,3.664,3.618,5.938,9.515,0,0,0,0,1,0,0,0,0,0,0
1.26,0.1,5.0,0.8,0.0,2.46,58968.59,131.2,52.48,-5191.02,4126.27,1.258,914.7,915.51,0.999,110.86,16563.6,0.007,41.3,0.775,132.29,2.897,1.905,2.223,3.242,2.792,4.511,9.394,0,0,0,0,1,0,0,0,1,0,0
2.11,0.25,4.0,1.37,1.0,0.09,191857.47,426.24,170.5,-15630.9,7005.42,2.231,-2107.45,1038.31,2.03,651.93,41301.6,0.016,26.8,0.454,63.78,1.261,2.348,3.476,4.234,3.356,7.912,9.449,0,0,0,0,1,1,0,0,0,0,0
1.65,0.19,4.0,0.8,1.0,0.22,120713.57,271.2,108.48,-9033.79,5447.29,1.658,-1407.85,983.78,1.431,515.64,16563.6,0.031,33.0,0.594,84.11,1.766,2.052,2.693,2.857,3.053,5.998,7.048,0,0,0,0,1,0,0,0,0,0,0
2.4,0.27,4.0,0.73,1.0,0.78,176935.18,399.27,159.71,-8257.75,7987.72,1.034,-1711.74,1063.87,1.609,583.2,14421.6,0.04,8.5,0.167,24.97,0.573,2.147,4.501,4.755,4.669,6.087,8.971,1,0,0,0,1,0,0,0,0,0,0
0.89,0.1,3.0,0.82,2.0,3.7,53694.67,118.74,47.49,-4058.41,2872.99,1.413,-708.73,815.93,0.869,254.02,17211.6,0.015,72.5,1.365,202.76,4.453,1.008,1.721,2.297,1.962,3.257,5.3,1,0,0,0,1,0,0,0,0,0,0
0.24,0.2,3.0,1.44,1.0,6.68,95644.55,208.33,83.33,-2057.47,671.29,3.065,-403.89,407.31,0.992,159.74,45235.6,0.004,532.3,8.806,1238.63,23.906,0.273,0.553,0.611,0.737,1.225,1.36,0,0,0,0,0,0,0,0,1,0,0
1.43,0.12,2.0,1.04,2.0,5.59,79614.94,173.99,69.6,-6029.43,4702.1,1.282,-957.6,948.62,1.009,532.54,25395.6,0.021,36.3,0.667,89.94,1.927,1.302,2.009,2.799,2.334,3.628,4.441,0,0,0,0,1,0,0,0,0,0,0
0.51,0.23,4.0,0.83,3.0,3.27,97511.82,218.77,87.51,-4461.69,1585.84,2.813,-952.24,639.45,1.489,363.85,17541.6,0.021,135.5,2.478,374.41,7.987,1.072,1.203,2.109,1.544,3.114,4.029,0,0,1,1,0,0,0,0,0,0,0
1.19,0.12,3.0,1.18,3.0,4.17,77184.17,168.37,67.35,-3438.99,3889.17,0.884,-830.77,899.97,0.923,414.83,31611.6,0.013,21.6,0.386,65.3,1.362,1.844,2.557,2.812,3.728,4.832,6.255,0,0,0,1,0,0,0,0,0,0,0
